"POBREZA","INTERNET","NIVEL_EDU","MAL_CRONICO","TIPO_EMPLEO","UBIGEO"
"0","1","4","1","1","050401"
"0","1","4","1","0","050401"
"0","1","5","0","0","050401"
"0","1","6","0","0","050401"
"0","1","6","1","1","050401"
"0","1","3","0","0","050701"
"1","0","5","1","0","050701"
"0","0","1","0","0","050701"
"1","1","1","0","0","050701"
"0","1","6","0","1","050701"
"1","0","3","0","0","050502"
"1","0","1","0","0","050502"
"1","0","4","0","0","050502"
"0","1","4","0","0","050502"
"1","0","3","0","0","050502"
"1","0","4","0","0","050502"
"1","0","4","0","0","050408"
"0","0","3","1","0","050408"
"1","0","4","0","0","050408"
"0","1","4","0","0","050408"
"0","0","3","1","0","050408"
"0","0","4","0","0","050503"
"1","0","2","0","0","050503"
"0","0","4","0","0","050503"
"0","0","4","0","1","050503"
"0","0","1","0","0","050503"
"0","0","4","0","0","050503"
"0","0","3","1","1","050507"
"0","0","3","0","1","050507"
"0","0","1","1","0","050507"
"1","0","1","0","0","050507"
"0","0","4","0","0","050507"
"0","1","4","0","0","050507"
"0","0","4","0","0","050503"
"0","1","6","0","0","050503"
"0","0","3","1","0","050503"
"0","0","1","0","0","050503"
"0","1","6","0","0","050503"
"0","0","4","1","0","050507"
"1","0","1","0","1","050507"
"1","0","1","0","0","050507"
"1","0","3","0","0","050507"
"0","0","3","1","0","050507"
"0","0","3","1","0","050507"
"0","0","4","0","0","050503"
"0","1","4","1","0","050503"
"0","0","1","0","1","050503"
"0","1","4","0","1","050503"
"0","1","3","1","0","050503"
"0","0","3","1","0","050503"
"0","1","5","1","0","051001"
"0","0","4","0","1","051001"
"0","1","1","1","0","051001"
"0","1","6","1","0","051001"
"1","0","4","1","0","051001"
"1","0","4","0","1","051001"
"0","0","3","0","0","051001"
"1","0","3","0","0","051001"
"0","0","4","0","0","050406"
"0","0","1","1","0","050406"
"0","0","4","0","0","050406"
"0","0","1","0","0","050406"
"1","0","3","0","0","050406"
"1","0","4","0","0","050406"
"0","0","3","0","0","050406"
"1","0","3","0","0","050406"
"1","0","3","1","0","050111"
"1","1","3","0","0","050111"
"1","0","3","0","0","050111"
"1","0","1","1","0","050111"
"0","0","3","1","0","050111"
"1","0","3","0","0","050111"
"0","1","1","0","0","050203"
"0","0","3","1","0","050203"
"0","0","2","0","0","050203"
"0","1","3","0","0","050203"
"0","1","4","0","1","050203"
"0","1","4","0","0","050203"
"0","1","4","1","1","050203"
"0","0","1","0","1","050203"
"0","1","4","1","1","051005"
"1","0","1","1","0","051005"
"1","0","1","1","0","051005"
"0","0","1","1","0","051005"
"0","1","1","1","0","051005"
"0","0","3","0","1","051005"
"0","1","4","0","0","051005"
"0","0","1","0","0","051005"
"0","0","3","1","0","051106"
"1","0","2","0","1","051106"
"0","0","5","1","1","051106"
"0","0","3","1","0","051106"
"1","0","3","0","0","051106"
"0","0","3","1","0","051106"
"0","1","4","0","0","051106"
"1","0","4","0","0","051106"
"0","1","4","1","0","050903"
"0","1","5","0","0","050903"
"0","1","4","1","0","050903"
"0","1","3","0","0","050903"
"1","0","4","0","0","050903"
"1","0","3","1","0","050903"
"0","1","6","0","0","050903"
"0","0","2","0","1","050903"
"0","0","4","0","0","050505"
"1","0","3","0","0","050505"
"0","0","3","1","0","050505"
"1","0","4","0","0","050505"
"1","0","1","1","0","050505"
"0","0","3","1","0","050505"
"0","0","3","1","0","050505"
"0","0","4","0","0","050505"
"1","0","3","0","0","050105"
"0","0","1","0","0","050105"
"1","0","3","0","0","050105"
"1","0","4","0","0","050105"
"0","0","3","0","0","050105"
"1","0","4","0","0","050105"
"1","0","4","0","0","050105"
"0","0","3","1","0","050105"
"1","0","3","0","0","051003"
"0","0","1","0","0","051003"
"0","0","5","0","0","051003"
"1","0","3","0","0","051003"
"1","0","3","1","0","051003"
"1","0","1","0","0","051003"
"0","0","2","0","0","051003"
"1","0","3","0","0","051003"
"1","0","3","1","0","050107"
"0","0","1","1","0","050107"
"0","0","3","1","0","050107"
"1","0","3","0","0","050107"
"1","0","3","1","0","050107"
"1","0","3","0","0","050107"
"0","1","3","0","0","050107"
"0","0","1","1","0","050107"
"1","0","3","1","0","050605"
"0","0","3","1","0","050605"
"1","0","1","1","0","050605"
"0","0","3","1","1","050605"
"0","0","3","0","0","050605"
"1","0","1","0","0","050605"
"1","0","4","1","0","050605"
"0","0","3","1","0","050605"
"0","0","3","1","0","050303"
"0","0","3","1","0","050303"
"0","1","3","1","0","050303"
"0","1","3","1","1","050303"
"0","1","4","1","0","050303"
"0","0","3","1","0","050303"
"0","0","4","0","0","050303"
"0","0","3","0","1","050303"
"1","0","4","0","0","050908"
"1","0","3","0","0","050908"
"0","0","3","1","1","050908"
"1","0","5","0","0","050908"
"1","0","4","0","0","050908"
"1","0","3","0","0","050908"
"0","0","4","0","0","050908"
"0","0","2","0","0","050908"
"0","1","3","0","1","050401"
"0","1","3","1","0","050401"
"0","0","3","0","0","050401"
"1","0","3","0","0","050401"
"1","0","2","0","0","050401"
"0","0","1","0","0","050401"
"0","0","3","0","0","050401"
"0","0","3","1","0","050401"
"0","0","2","0","0","050101"
"1","0","1","1","0","050101"
"1","0","3","0","0","050101"
"1","0","3","0","0","050101"
"1","0","1","0","0","050101"
"0","0","3","1","0","050101"
"0","0","1","1","1","050101"
"1","0","3","0","0","050101"
"0","0","1","1","0","051106"
"1","0","3","0","0","051106"
"1","0","3","1","0","051106"
"1","0","1","1","0","051106"
"1","0","3","0","0","051106"
"1","0","1","1","0","051106"
"1","0","3","1","0","051106"
"1","0","3","1","0","051106"
"0","0","1","0","1","050701"
"0","1","4","0","0","050701"
"0","0","4","0","0","050701"
"1","0","1","0","1","050701"
"1","0","3","1","0","050701"
"0","0","4","1","0","050701"
"0","0","3","1","0","050701"
"1","1","3","0","0","050701"
"1","0","1","1","0","050402"
"1","0","3","1","0","050402"
"0","1","3","0","0","050402"
"1","0","4","0","1","050402"
"1","0","3","0","0","050402"
"1","0","2","0","1","050402"
"1","0","3","0","0","050402"
"1","0","3","0","1","050402"
"1","0","4","0","1","050405"
"0","1","3","0","0","050405"
"0","1","3","1","0","050405"
"0","0","2","1","0","050405"
"1","0","4","0","0","050405"
"0","1","4","1","0","050405"
"1","0","1","0","0","050405"
"1","0","3","0","0","050405"
"0","0","3","1","0","050104"
"1","0","4","0","0","050104"
"0","0","1","0","0","050104"
"0","0","3","0","0","050104"
"1","0","3","0","0","050104"
"0","1","4","0","1","050104"
"0","0","1","1","0","050104"
"0","0","2","0","0","050104"
"0","0","1","0","0","050201"
"0","0","1","0","0","050201"
"0","0","1","1","0","050201"
"1","0","4","0","0","050201"
"0","1","1","0","0","050201"
"1","1","3","0","0","050201"
"1","1","4","0","0","050201"
"1","1","4","0","0","050201"
"0","0","3","1","0","050610"
"1","0","4","0","1","050610"
"0","0","4","0","1","050610"
"0","0","4","1","1","050610"
"0","0","3","1","0","050610"
"0","1","4","0","0","050610"
"0","0","3","0","0","050610"
"0","0","3","1","0","050610"
"0","1","3","0","1","050103"
"0","0","3","0","0","050103"
"0","0","2","0","0","050103"
"1","0","4","0","0","050103"
"0","1","6","1","0","050103"
"0","1","4","0","0","050103"
"0","0","3","1","0","050103"
"0","0","3","0","0","050613"
"0","1","3","0","0","050613"
"0","0","3","1","1","050613"
"0","1","4","0","1","050613"
"0","1","3","1","0","050613"
"0","0","3","0","1","050613"
"0","1","4","0","1","050613"
"0","0","4","0","1","050613"
"1","0","3","0","0","050508"
"1","1","3","0","0","050508"
"1","0","3","0","0","050508"
"1","0","3","0","0","050508"
"0","1","3","0","0","050508"
"1","0","4","0","0","050508"
"1","0","3","0","0","050508"
"1","1","3","0","0","050508"
"0","0","4","0","0","050102"
"0","0","1","1","1","050102"
"0","0","3","0","0","050102"
"0","1","3","0","0","050102"
"1","0","3","0","0","050102"
"1","0","3","0","0","050102"
"0","1","3","1","0","050102"
"0","0","1","0","0","050102"
"1","0","3","1","0","051105"
"0","0","1","1","0","051105"
"0","0","3","0","0","051105"
"1","0","3","0","0","051105"
"1","0","1","1","0","051105"
"1","0","3","0","0","051105"
"0","0","1","1","0","051105"
"1","0","1","1","0","051105"
"1","1","3","0","0","050508"
"0","0","3","0","0","050508"
"0","0","4","0","0","050508"
"0","0","2","0","0","050508"
"0","1","4","0","1","050508"
"1","0","1","0","0","050508"
"0","0","1","0","0","050508"
"1","0","3","0","0","050508"
"0","0","1","0","0","050702"
"0","0","1","0","0","050702"
"1","0","1","0","0","050702"
"1","0","3","1","0","050702"
"1","0","3","1","0","050702"
"0","0","3","1","0","050702"
"1","0","1","1","0","050702"
"1","0","1","0","0","050702"
"0","1","3","0","0","050804"
"1","1","3","1","0","050804"
"0","1","5","1","1","050804"
"0","0","3","1","0","050804"
"0","1","3","1","0","050804"
"0","0","3","1","0","050804"
"1","0","4","1","0","050804"
"1","0","3","0","0","050114"
"1","1","3","0","0","050114"
"1","1","3","0","0","050114"
"0","0","1","0","0","050114"
"0","0","1","0","0","050114"
"1","1","4","0","0","050114"
"1","1","3","0","0","050114"
"0","0","1","0","0","050114"
"0","0","3","0","0","050909"
"1","0","1","0","0","050909"
"1","0","3","0","0","050909"
"1","1","3","0","0","050909"
"1","0","3","1","0","050909"
"1","1","3","1","0","051002"
"1","0","1","1","0","051002"
"0","1","3","1","0","051002"
"1","0","3","0","0","051002"
"0","1","3","0","1","051002"
"1","0","1","1","0","051002"
"1","0","3","1","0","051002"
"0","0","1","1","0","051002"
"1","0","1","1","1","050410"
"1","0","4","0","0","050410"
"1","0","3","0","0","050410"
"1","0","3","0","0","050410"
"1","0","3","0","0","050410"
"1","0","3","1","0","050410"
"1","1","3","1","0","050410"
"0","0","3","1","1","050410"
"0","0","4","0","0","050103"
"1","0","3","0","0","050103"
"1","0","1","1","0","050103"
"0","0","2","0","0","050103"
"0","0","1","0","0","050103"
"0","0","3","0","0","050103"
"0","0","1","1","0","050103"
"0","0","3","1","0","050103"
"0","0","1","0","0","050403"
"0","0","1","1","0","050403"
"1","0","3","1","0","050403"
"1","0","3","0","0","050403"
"1","0","4","0","0","050403"
"1","0","4","0","0","050403"
"0","0","4","0","0","050403"
"1","0","1","1","0","050403"
"0","1","3","1","0","050205"
"0","1","4","0","0","050205"
"0","1","4","1","0","050205"
"0","0","4","0","0","050205"
"0","0","1","0","0","050205"
"1","0","1","0","0","050205"
"1","0","4","0","0","050205"
"1","0","3","0","0","050501"
"0","0","1","1","0","050501"
"0","0","3","0","0","050501"
"1","0","4","0","0","050501"
"0","0","4","1","0","050501"
"0","1","1","1","0","050501"
"1","0","4","0","0","050501"
"0","1","4","0","0","050501"
"1","0","2","0","0","050106"
"0","0","4","0","1","050106"
"0","0","4","0","0","050106"
"0","1","3","0","0","050106"
"0","0","3","1","1","050106"
"0","0","3","0","0","050106"
"1","0","3","0","0","050106"
"1","0","3","0","0","050202"
"1","0","3","0","0","050202"
"1","0","1","1","0","050202"
"1","1","2","0","0","050202"
"1","0","3","0","0","050202"
"0","0","1","0","0","050202"
"0","0","3","1","0","050202"
"1","0","3","0","0","050202"
"1","0","4","0","0","051012"
"1","0","4","0","0","051012"
"0","0","1","1","1","051012"
"0","0","1","1","0","051012"
"1","0","1","0","0","051012"
"0","0","3","0","0","051012"
"1","0","3","1","0","051012"
"1","1","4","0","0","051012"
"0","1","4","0","0","050103"
"0","1","4","1","1","050103"
"1","0","3","0","0","050103"
"1","1","3","0","0","050103"
"0","0","4","0","0","050103"
"0","1","4","0","0","050103"
"1","0","1","0","0","050103"
"0","0","4","0","0","050103"
"1","0","3","0","1","050803"
"1","1","4","0","0","050803"
"0","0","3","1","0","050803"
"0","1","3","1","0","050803"
"1","0","4","0","0","050803"
"0","0","3","0","0","050803"
"0","0","3","1","0","050803"
"1","0","3","1","0","050803"
"0","0","3","1","0","050114"
"0","0","3","1","1","050114"
"1","0","3","1","0","050114"
"1","0","1","1","0","050114"
"0","1","3","1","0","050114"
"1","0","4","0","0","050114"
"0","0","1","0","0","050114"
"0","1","4","0","0","050616"
"0","0","1","1","0","050616"
"0","0","3","1","1","050616"
"0","0","3","0","0","050616"
"1","0","1","1","0","050616"
"0","0","1","0","1","050616"
"0","0","3","1","0","050501"
"0","1","1","1","0","050501"
"0","1","1","1","0","050501"
"1","0","1","0","0","050501"
"1","0","1","1","0","050501"
"0","0","1","0","0","050501"
"0","0","1","1","0","050501"
"1","1","4","0","0","050501"
"0","0","3","0","0","050102"
"1","0","1","0","0","050102"
"1","0","3","0","0","050102"
"1","0","3","0","0","050102"
"1","0","4","0","0","050102"
"1","0","3","0","0","050102"
"1","0","3","0","0","050102"
"0","0","3","0","0","050102"
"0","1","3","0","0","051101"
"0","0","3","1","0","051101"
"0","0","4","1","0","051101"
"0","1","1","0","0","051101"
"1","0","4","0","1","051101"
"0","0","4","0","0","051101"
"0","1","4","0","0","051101"
"0","0","3","0","0","051101"
"1","0","3","0","0","050502"
"1","0","3","0","0","050502"
"1","0","3","0","0","050502"
"0","0","3","1","0","050502"
"0","0","3","0","0","050502"
"1","0","2","0","0","050502"
"0","0","1","0","0","050502"
"0","1","3","0","0","050502"
"0","0","1","1","0","051105"
"0","0","3","1","0","051105"
"1","0","4","0","0","051105"
"1","0","1","1","0","051105"
"0","0","1","1","0","051105"
"0","0","1","1","0","051105"
"1","1","4","0","0","051105"
"1","0","1","1","0","051105"
"1","0","1","1","0","050606"
"0","0","1","1","0","050606"
"1","0","3","0","0","050606"
"0","1","4","0","0","050606"
"0","0","3","0","1","050606"
"1","0","3","1","0","050606"
"1","0","4","0","0","050606"
"0","0","3","1","0","050606"
"1","0","4","1","0","050114"
"0","1","4","0","1","050114"
"0","0","1","0","1","050114"
"1","0","1","0","0","050114"
"0","1","3","0","0","050114"
"0","1","4","0","0","050114"
"0","0","4","0","0","050114"
"1","0","3","0","0","050114"
"1","0","3","0","0","050205"
"1","0","3","0","0","050205"
"0","1","1","0","0","050205"
"1","0","4","0","0","050205"
"1","0","3","0","0","050205"
"0","0","3","0","0","050205"
"0","0","1","1","0","050205"
"1","0","3","0","0","050205"
"0","0","1","0","0","050301"
"1","1","4","0","0","050301"
"1","0","3","1","1","050301"
"1","0","3","0","0","050301"
"0","0","3","0","0","050301"
"0","1","6","0","0","050301"
"1","0","4","0","1","050301"
"0","1","4","1","0","050301"
"0","0","3","1","0","050202"
"1","0","3","1","0","050202"
"1","0","1","0","0","050202"
"1","0","1","0","0","050202"
"0","0","1","0","0","050202"
"0","0","1","1","0","050202"
"1","0","2","0","0","050202"
"0","0","3","1","0","050202"
"1","0","3","0","0","051012"
"1","0","1","0","0","051012"
"0","0","3","0","0","051012"
"0","0","1","1","0","051012"
"0","0","1","0","0","051012"
"0","0","3","1","0","051012"
"0","0","3","1","1","051012"
"1","1","3","0","0","051012"
"0","0","3","0","1","050805"
"0","0","3","1","0","050805"
"0","1","5","0","0","050805"
"0","0","1","1","0","050805"
"0","0","4","1","0","050805"
"1","0","3","1","0","050805"
"1","0","4","0","0","050805"
"0","0","3","1","0","050805"
"1","0","1","0","0","050114"
"1","0","3","0","0","050114"
"1","0","1","1","0","050114"
"1","0","3","0","0","050114"
"0","0","1","0","0","050114"
"1","0","3","0","0","050114"
"1","0","4","0","0","050114"
"0","1","3","0","0","050114"
"0","0","3","0","1","050206"
"1","0","1","0","0","050206"
"0","0","2","0","0","050206"
"1","0","4","0","0","050206"
"1","0","3","0","0","050206"
"1","0","3","0","0","050206"
"0","0","3","0","0","050206"
"1","0","3","0","0","050206"
"1","0","3","0","0","050612"
"0","0","1","1","0","050612"
"1","0","3","1","0","050612"
"0","0","3","1","0","050612"
"0","0","3","1","0","050612"
"1","0","3","1","0","050612"
"0","0","3","1","0","050612"
"0","0","3","1","0","050612"
"1","0","1","1","0","051108"
"1","0","4","0","0","051108"
"0","0","1","1","0","051108"
"0","1","4","0","0","051108"
"0","1","3","0","0","051108"
"1","1","3","0","0","051108"
"1","0","1","0","0","051108"
"0","0","3","0","0","051108"
"1","0","3","0","0","051002"
"1","0","1","0","0","051002"
"1","1","4","0","0","051002"
"0","0","4","1","0","051002"
"1","0","1","0","0","051002"
"0","0","3","0","0","051002"
"0","0","1","1","0","051002"
"0","0","1","1","0","051002"
"0","0","3","0","0","050702"
"0","0","3","1","0","050702"
"0","0","4","0","0","050702"
"0","0","1","1","0","050702"
"0","0","4","1","0","050702"
"0","0","3","0","0","050702"
"0","0","1","0","0","050702"
"0","0","2","0","1","050702"
"0","0","3","0","0","050403"
"0","0","3","1","1","050403"
"0","0","4","0","0","050403"
"0","1","4","0","0","050403"
"0","0","4","0","0","050403"
"0","0","4","0","0","050403"
"0","0","1","0","0","050403"
"0","1","3","0","0","050403"
"0","0","3","0","1","050108"
"0","0","1","1","1","050108"
"1","0","1","1","0","050108"
"0","0","3","0","0","050108"
"0","0","1","1","0","050108"
"0","0","4","1","1","050108"
"1","0","3","1","0","050108"
"0","0","3","1","0","050108"
"0","0","1","0","0","050606"
"0","0","4","0","1","050606"
"0","0","4","0","0","050606"
"0","0","4","0","0","050606"
"0","0","3","0","0","050606"
"1","0","3","0","0","050606"
"0","0","1","0","0","050606"
"0","0","1","0","0","050606"
"0","1","3","0","0","050615"
"0","0","3","0","0","050615"
"1","0","1","0","0","050615"
"1","0","2","0","1","050615"
"0","0","1","0","0","050615"
"0","0","1","0","0","050615"
"0","0","1","0","0","050615"
"0","0","3","0","0","050615"
"0","1","2","0","0","050507"
"0","0","4","0","0","050507"
"0","0","3","1","0","050507"
"1","0","4","0","1","050507"
"1","0","3","0","0","050507"
"0","0","2","0","0","050507"
"1","0","3","1","0","050507"
"0","0","3","1","0","050507"
"1","0","2","0","0","050510"
"1","0","3","0","0","050510"
"0","0","1","0","0","050510"
"0","0","4","0","0","050510"
"1","0","4","0","1","050510"
"1","0","3","0","0","050510"
"1","0","3","0","0","050510"
"1","0","4","0","0","050510"
"1","0","3","0","0","050509"
"1","0","1","0","0","050509"
"0","1","3","0","0","050509"
"0","0","1","1","0","050509"
"1","0","4","0","1","050509"
"0","0","3","0","1","050509"
"0","0","3","1","1","050509"
"0","0","1","0","0","050509"
"0","1","3","0","0","050408"
"1","0","4","0","1","050408"
"0","1","3","1","0","050408"
"0","1","4","0","0","050408"
"1","0","3","0","0","050408"
"0","0","1","0","0","050408"
"1","1","3","0","0","050408"
"0","0","4","0","0","050408"
"0","1","4","0","0","050407"
"1","1","3","0","0","050407"
"0","0","3","0","0","050407"
"1","0","1","0","0","050407"
"1","0","4","0","0","050407"
"1","0","3","0","0","050407"
"0","0","1","0","0","050407"
"1","0","3","0","0","050407"
"0","0","3","0","0","060101"
"0","1","6","1","0","060101"
"0","1","6","0","0","060101"
"0","1","3","0","0","060101"
"0","0","4","0","0","060101"
"0","1","6","0","1","060101"
"0","0","4","1","0","060101"
"0","1","4","0","0","060101"
"0","0","4","0","1","060101"
"0","1","6","0","1","060101"
"0","1","4","0","0","060101"
"0","1","3","0","1","060108"
"0","1","5","0","1","060108"
"0","1","4","0","1","060108"
"0","0","3","1","0","060108"
"0","1","3","0","0","060108"
"0","0","3","0","0","060108"
"0","1","6","1","1","060101"
"0","1","6","1","1","060101"
"0","1","4","1","1","060101"
"0","1","2","0","1","060101"
"0","1","6","1","0","060101"
"0","0","6","1","0","060101"
"0","1","5","1","1","060101"
"0","1","4","0","0","060101"
"1","1","4","1","0","060101"
"0","1","4","0","0","060101"
"0","1","4","1","0","060101"
"0","1","4","0","1","060101"
"0","1","4","0","0","060101"
"0","1","3","0","1","060101"
"0","0","4","1","0","060101"
"1","0","4","0","0","060101"
"0","0","3","0","0","060101"
"0","0","1","0","0","060101"
"0","1","5","0","1","060101"
"0","1","3","1","1","060101"
"0","1","1","0","1","060101"
"0","1","4","1","1","060101"
"0","1","1","0","0","060101"
"0","1","3","0","1","060101"
"0","1","6","0","1","060101"
"0","1","4","0","0","060101"
"0","1","2","0","0","060101"
"0","0","3","0","1","060101"
"0","0","1","1","0","060101"
"0","1","4","1","1","060101"
"0","0","3","1","0","060101"
"1","0","4","0","0","060101"
"0","1","5","1","0","060101"
"1","0","1","0","1","060101"
"0","1","4","0","1","060101"
"0","1","6","0","1","060101"
"0","1","6","1","1","060101"
"0","1","6","0","0","060101"
"0","1","6","0","0","060101"
"0","1","3","1","0","060101"
"0","1","6","0","1","060101"
"0","1","4","0","0","060101"
"0","1","4","0","0","060101"
"0","1","6","1","1","060101"
"0","1","5","1","0","060101"
"0","1","4","0","1","060101"
"0","1","6","1","0","060101"
"0","1","4","1","0","060101"
"0","1","6","1","1","060101"
"0","1","5","1","1","060101"
"0","1","3","0","1","060101"
"0","0","3","1","0","060101"
"0","1","6","0","0","060101"
"0","1","4","0","0","060101"
"0","1","4","1","0","060101"
"0","1","6","1","1","060101"
"0","1","5","0","0","060101"
"0","1","6","0","1","060101"
"0","1","3","1","0","060101"
"0","1","2","0","1","060101"
"0","1","3","1","1","060101"
"1","0","3","0","0","060101"
"0","1","5","0","1","060101"
"0","1","3","0","1","060101"
"0","1","1","0","1","060101"
"0","0","4","1","0","060108"
"0","1","3","0","0","060108"
"1","0","1","0","0","060108"
"0","1","3","0","0","060108"
"0","1","3","1","0","060108"
"0","1","3","0","0","060101"
"0","1","6","1","0","060101"
"0","1","3","0","1","060101"
"0","1","4","0","0","060101"
"0","1","4","1","0","060101"
"0","0","5","0","1","060101"
"0","1","1","0","1","060101"
"0","1","4","0","1","060101"
"0","0","3","1","0","060101"
"0","1","4","0","1","060101"
"0","0","3","1","1","060101"
"0","1","3","0","0","060101"
"0","1","6","0","0","060101"
"0","1","4","1","1","060101"
"0","1","3","1","0","060101"
"0","1","4","1","0","060101"
"0","1","4","0","0","060101"
"0","0","3","1","0","060101"
"0","0","4","0","0","060101"
"0","1","3","1","1","060101"
"1","0","3","0","0","060108"
"0","0","4","0","0","060108"
"1","0","1","1","0","060108"
"0","0","4","1","0","060108"
"1","0","1","0","0","060108"
"0","1","6","0","1","060101"
"0","1","6","0","1","060101"
"0","1","4","0","1","060101"
"0","1","2","0","0","060101"
"0","1","3","0","1","060101"
"0","1","4","0","1","060101"
"0","1","6","0","1","060101"
"0","1","2","0","1","060101"
"0","1","6","0","1","060101"
"0","0","4","1","0","060101"
"0","1","3","0","0","060101"
"1","0","3","1","0","060101"
"0","0","3","0","0","060101"
"0","1","4","0","1","060101"
"0","0","3","0","0","060101"
"0","1","6","0","1","060101"
"0","1","6","1","1","060101"
"1","0","1","0","0","060101"
"0","1","4","0","1","060101"
"0","0","1","1","0","060101"
"1","0","3","0","0","060101"
"0","1","6","1","0","060101"
"0","1","5","0","1","060101"
"0","1","4","0","0","060101"
"0","1","3","0","0","060101"
"1","1","4","0","0","060101"
"0","0","4","1","0","060101"
"0","1","3","0","0","060101"
"0","0","4","0","0","060101"
"0","1","6","0","0","060101"
"0","1","6","0","1","060101"
"0","0","4","1","0","060101"
"0","1","6","0","1","060101"
"0","1","3","0","0","060101"
"0","1","4","0","0","060101"
"0","1","4","0","1","060101"
"1","0","2","0","1","060101"
"0","1","3","0","0","060101"
"0","1","4","0","1","060101"
"0","1","6","0","1","060101"
"0","1","5","0","1","060101"
"0","1","1","1","0","060101"
"0","1","6","0","0","060101"
"0","0","3","1","0","060101"
"0","1","3","0","0","060101"
"0","0","4","0","0","060101"
"0","0","3","0","1","060101"
"0","1","3","1","0","060101"
"0","1","1","0","0","060101"
"0","1","1","1","0","060101"
"0","0","4","0","1","060508"
"1","1","4","0","0","060508"
"0","0","3","0","0","060508"
"1","1","6","0","1","060508"
"1","1","3","0","1","060508"
"0","0","4","0","0","060508"
"0","1","3","0","0","060301"
"0","1","3","0","1","060301"
"1","0","4","0","1","060301"
"0","1","4","0","0","060301"
"0","1","6","0","1","060301"
"0","1","5","0","1","060301"
"1","0","4","0","1","060301"
"1","0","4","1","0","060301"
"1","0","2","0","0","060301"
"0","1","3","0","1","060301"
"0","0","3","1","0","060301"
"0","1","4","1","1","060301"
"0","1","5","0","1","060401"
"0","0","2","0","1","060401"
"0","1","4","1","0","060401"
"0","1","1","0","0","060401"
"0","1","3","1","1","060401"
"0","1","4","1","1","060401"
"0","1","4","1","1","060410"
"0","0","3","1","0","060410"
"0","0","3","1","0","060410"
"0","0","4","1","1","060410"
"0","1","3","0","0","060410"
"0","1","6","1","0","060410"
"0","1","5","1","1","060601"
"0","1","6","1","1","060601"
"1","1","4","0","0","060601"
"0","1","3","1","0","060601"
"0","1","6","1","0","060601"
"0","0","3","1","0","060601"
"1","0","3","1","0","060401"
"0","1","5","0","1","060401"
"0","1","4","0","1","060401"
"0","0","6","0","0","060401"
"1","0","3","0","1","060401"
"0","1","4","0","1","060401"
"1","0","3","0","0","060301"
"1","1","3","0","1","060301"
"1","0","3","1","0","060301"
"0","1","3","1","1","060301"
"1","1","3","0","0","060301"
"0","0","4","0","0","060301"
"1","0","3","0","0","061301"
"1","0","3","0","0","061301"
"0","1","6","1","1","061301"
"1","0","3","0","1","061301"
"1","0","3","1","0","061301"
"0","0","3","1","1","061301"
"0","1","4","0","0","060701"
"0","1","3","1","0","060701"
"0","1","3","1","1","060701"
"1","1","5","0","1","060701"
"0","1","6","0","1","060701"
"0","0","3","1","0","060701"
"1","0","3","1","0","061301"
"0","0","3","1","0","061301"
"0","0","3","0","0","061301"
"0","0","3","0","1","061301"
"1","0","3","0","0","061301"
"0","1","3","1","1","061301"
"0","1","1","0","0","060601"
"0","0","4","1","1","060601"
"0","1","4","0","0","060601"
"0","0","3","1","0","060601"
"1","0","1","1","0","060401"
"0","1","3","1","0","060401"
"0","1","6","1","0","060401"
"0","1","4","1","1","060401"
"1","1","6","0","0","060401"
"1","0","3","0","0","060201"
"0","1","5","1","1","060201"
"0","1","3","1","0","060201"
"0","1","4","1","0","060201"
"0","1","5","1","0","060201"
"1","1","4","0","1","060201"
"0","1","4","0","1","060201"
"0","1","1","1","1","060201"
"1","1","3","0","1","060201"
"0","1","6","1","1","060201"
"0","1","5","0","0","060301"
"0","1","3","1","0","060301"
"1","0","3","1","0","060301"
"0","1","5","0","0","060301"
"0","1","6","1","1","060301"
"0","1","6","1","0","060301"
"1","0","3","0","0","060201"
"1","0","3","1","0","060201"
"0","0","1","1","0","060201"
"1","0","3","0","0","060201"
"1","1","3","0","0","060201"
"0","1","4","0","1","060701"
"0","1","1","0","0","060701"
"1","0","1","1","0","060701"
"0","0","4","1","1","060701"
"0","0","6","1","1","060701"
"0","1","4","1","1","060701"
"0","1","3","0","0","061001"
"0","1","3","1","1","061001"
"1","0","3","0","1","061001"
"0","0","1","0","0","061001"
"0","0","3","0","1","061001"
"1","0","4","0","1","061001"
"1","0","3","1","0","061001"
"0","1","4","0","1","061001"
"0","1","5","0","0","061001"
"1","0","1","0","0","061001"
"1","0","3","0","0","061001"
"0","1","2","0","1","061001"
"0","1","3","1","0","061201"
"0","1","5","1","1","061201"
"0","0","3","0","0","061201"
"0","1","4","0","0","061201"
"0","1","4","0","0","061201"
"0","0","3","1","0","061201"
"1","1","3","0","0","060106"
"1","0","3","1","0","060106"
"0","1","1","1","0","060106"
"1","0","4","0","0","060106"
"0","0","5","1","0","060106"
"1","1","3","0","1","060106"
"1","0","4","0","0","060701"
"0","1","1","0","1","060701"
"1","0","4","0","0","060701"
"1","0","4","1","0","060701"
"0","1","6","1","0","060701"
"1","0","3","0","0","060701"
"0","1","3","0","0","061101"
"1","0","3","0","0","061101"
"0","1","3","1","0","061101"
"1","0","1","1","0","061101"
"0","1","4","1","1","061101"
"0","0","4","0","1","061101"
"0","0","3","1","0","060904"
"0","0","4","0","1","060904"
"1","0","3","1","0","060904"
"1","1","4","0","0","060904"
"0","0","3","0","0","060904"
"0","0","3","1","1","060904"
"0","0","3","1","0","060903"
